mirror_type,mirror_id,x,y
1,8,-232.75329747157915,115.87019684158037
0,20,-171.4230007950683,64.05587247406761
0,21,-189.57272893319032,107.63912134917841
2,4,-155.66720449143313,108.93907217257883
0,22,-161.96066071322892,154.74089434061815
0,0,23.35790575101741,85.88019701262095
0,1,45.91760791438836,91.0800377877639
1,0,42.814247913041974,66.39232015557658
0,2,60.82457224727599,59.37483819713452
0,3,57.831229661942054,39.44044720572668
1,9,-121.49637213727145,224.19552082385957
0,23,-107.85403501615453,248.61316765355394
0,24,-74.89949159725255,244.79801093651292
2,1,-53.902035901413655,235.92068693881578
1,2,-41.27504309377808,196.71647317295714
1,3,3.6101039900827474,240.9729593734135
2,2,-1.1919043150662505,197.99641250311515
0,8,16.60264623877252,191.28082009932456
0,9,31.584824312631902,176.1913700302605
2,3,51.0231985242476,150.59094664804795
4,0,151.65035472738373,40.63459008109569
3,4,-107.55693582079282,37.782344512243505
0,5,115.76217175120642,276.59959629974594
2,0,-137.05704776201952,260.3230055518383
